R1,R2
394,93.9078242
395,94.25189535
396,94.34817429
397,94.40393375
398,94.45969321
399,94.51545266
400,94.57121212
401,94.62697158
402,94.82493883
403,95.23407491
404,95.4071071
405,95.45000941
406,95.79602861
407,96.0142556
408,96.21728778
409,96.27304724
410,96.3288067
411,96.38456616
412,96.44032562
413,96.49608507
414,96.55184453
415,96.90760399
416,97.02375306
417,97.31912291
418,97.67488236
419,97.85064182
420,98.08640128
421,98.14216074
422,98.1979202
423,98.25367965
424,98.30943911
425,98.36519857
426,98.68199699
427,98.90918502
428,99.04247694
429,99.35810653
430,99.32542443
431,99.87248259
432,99.95551478
433,100.0112742
434,100.0670337
435,100.1227931
436,100.1785526
437,100.2343121
438,100.5647468
439,100.645831
440,100.8071749
441,101.3573499
442,101.4397003
443,101.5220506
444,101.604401
445,101.6867514
446,101.7691017
447,101.8514521
448,101.9338025
449,102.097971
450,102.3985032
451,102.7107237
452,102.9703468
453,102.9455543
454,103.2947878
455,103.410255
456,103.4926054
457,103.5749558
458,103.6573061
459,103.7419942
460,103.9887601
461,104.4303313
462,104.5867076
463,104.669058
464,104.7514083
465,104.8337587
466,105.027148
467,105.2984594
468,105.3808098
469,105.4631602
470,105.5673287
471,105.9278609
472,106.3102113
473,106.3925616
474,106.474912
475,106.5572624
476,106.6396127
477,106.7219631
478,106.8043135
479,107.1788716
480,107.0083649
481,107.6513646
482,107.8369617
483,108.1160653
484,108.1984157
485,108.280766
486,108.3631164
487,108.422285
488,108.4780444
489,108.5338039
490,108.688914
491,108.9725955
492,109.5235498
493,109.9186599
494,110.0126012
495,110.0683606
496,110.1241201
497,110.1798795
498,110.3310935
499,110.5913985
500,110.6471579
501,110.7029174
502,110.8030924
503,111.1144363
504,111.1877282
505,111.6950461
506,112.1817147
507,112.2374741
508,112.2932336
509,112.348993
510,112.4047525
511,112.760512
512,112.8162714
513,112.8720309
514,113.0154527
515,113.2835498
516,113.5009976
517,113.6950687
518,113.9308282
519,114.1065876
520,114.1720873
521,114.5181065
522,114.873866
523,114.9296254
524,114.9853849
525,115.0411444
526,115.0969038
527,115.1526633
528,115.8025786
529,115.7270393
530,116.2199417
531,116.5562206
532,116.6314606
533,116.68722
534,116.7429795
535,117.063674
536,117.1544984
537,117.2102579
538,117.2660173
539,117.3217768
540,117.4375362
541,118.1618671
542,118.4276266
543,118.5429964
544,118.8005741
545,118.8563335
546,118.912093
547,118.9678524
548,119.0236119
549,119.2624882
550,119.4351308
551,119.7480331
552,120.1408056
553,120.2024092
554,120.2963505
555,120.5648372
556,120.8118954
557,121.025447
558,121.0812065
559,121.3247581
560,121.4927254
561,121.5484848
562,121.6042443
563,121.7613025
564,122.1540749
565,122.3715227
566,122.4272821
567,122.586678
568,122.9860738
569,123.1945605
570,123.25032
571,123.403482
572,123.6618389
573,123.7175983
574,123.7733578
575,124.0745718
576,123.9024092
577,124.2406362
578,124.2963956
579,124.6100772
580,125.1770055
581,125.2818558
582,125.124888
583,125.3824657
584,125.5309524
585,125.5867118
586,125.6424713
587,125.8774515
588,126.3539902
589,126.5624769
590,126.7655091
591,126.8212686
592,126.877028
593,126.9327875
594,127.1358197
595,127.3443064
596,127.4000659
597,127.6155656
598,128.008338
599,128.1673442
600,128.3929738
601,128.5788632
602,128.6346226
603,128.6903821
604,128.7461415
605,128.9577452
606,129.1576605
607,129.4261472
608,129.5691794
609,129.9249388
610,130.1388801
611,130.3364577
612,130.3922172
613,130.4479767
614,130.5037361
615,130.7854696
616,130.915255
617,130.9710145
618,131.1795012
619,131.5001957
620,131.7382929
621,131.7940523
622,131.8498118
623,132.1276492
624,132.5410915
625,132.6637204
626,132.7454402
627,132.82716
628,132.9088798
629,132.9905996
630,133.0723194
631,133.1540392
632,133.2357591
633,133.3611152
634,133.9847831
635,134.3809185
636,134.4626383
637,134.5443581
638,134.6260779
639,134.7077978
640,134.7895176
641,134.8712374
642,134.9529572
643,135.034677
644,135.1163968
645,135.4708439
646,135.8798364
647,135.9833744
648,136.2778215
649,136.4249959
650,136.5067157
651,136.5884355
652,136.6701553
653,136.7518751
654,136.833595
655,136.9153148
656,137.4840476
657,137.6787544
658,137.7604742
659,137.842194
660,138.0111866
661,138.3056336
662,138.3873535
663,138.4690733
664,138.5507931
665,138.6325129
666,139.0142327
667,139.0959525
668,139.2653347
669,139.5593922
670,139.641112
671,139.7228318
672,139.8045516
673,139.8862714
674,140.0334458
675,140.3278929
676,140.4314308
677,140.5131507
678,140.7526627
679,140.9765903
680,141.2901283
681,141.4784344
682,141.6082989
683,141.7381634
684,141.8680279
685,141.9978925
686,142.127757
687,142.2576215
688,142.387486
689,142.5173506
690,142.816306
691,143.0770796
692,143.2069442
693,143.3368087
694,143.4666732
695,143.5965377
696,143.7264023
697,143.8562668
698,143.9861313
699,144.1159958
700,144.2458604
701,144.3757249
702,144.5055894
703,144.6354539
704,144.7653185
705,144.895183
706,144.9830253
707,145.2501996
708,145.4464649
709,145.5281847
710,145.6099045
711,145.6916243
712,145.7733441
713,145.8550639
714,145.9367838
715,146.3457763
716,146.7002234
717,146.7819432
718,146.863663
719,146.9453828
720,147.0271026
721,147.2724588
722,147.4905423
723,147.5722621
724,147.6539819
725,147.7357017
726,147.8174215
727,148.2419985
728,148.5808611
729,148.662581
730,148.7443008
731,148.8260206
732,148.9077404
733,148.9894602
734,149.07118
735,149.1528998
736,149.2346197
737,149.3163395
738,149.5780593
739,149.7953635
740,150.2140963
741,150.5432187
742,150.6249385
743,150.7066583
744,150.7883782
745,150.870098
746,150.9518178
747,151.0335376
748,151.1152574
749,151.1969772
750,151.278697
751,151.3604169
752,151.6388899
753,152.0576227
754,152.2055763
755,152.4836597
756,152.6690159
757,152.7507357
758,152.8324555
759,152.9141754
760,152.9958952
761,153.077615
762,153.1561359
763,153.2038961
764,153.5
765,153.5779221
766,153.8
767,153.8
768,153.8
769,154.0423377
770,154.1872727
771,154.4
