R1,R2
745,157.8432328
746,157.7034017
747,157.6421713
748,157.64
749,158.2688058
750,158.0317008
751,158.3421954
752,158.36
753,158.36
754,158.3990832
755,158.6909047
756,158.3982147
757,159.08
758,159.08
759,159.2749819
760,159.44
761,159.44
762,159.5750543
763,159.6510495
764,159.6028468
765,159.9767431
766,160.16
767,160.16
768,160.4192521
769,160.2707358
770,160.16
771,160.3892883
772,160.6133655
773,160.7944511
774,161.0988661
775,161.6
776,161.6
777,161.6
778,161.6
779,161.6
780,161.6
781,161.7684922
782,162.2670205
783,161.96
784,161.96
785,162.1493366
786,163.0239324
787,163.04
788,163.0994934
789,163.3504946
790,163.0795175
791,163.4
792,163.4
793,163.4
794,163.4
795,163.7495778
796,163.76
797,164.0179493
798,164.145187
799,164.362316
800,164.7831122
801,164.5229916
802,164.8109047
803,164.84
804,165.0996864
805,164.9503016
806,165.0797105
807,165.2
808,165.4740169
809,165.92
810,165.8379252
811,165.8044873
812,166.1393004
813,166.052883
814,166.28
815,166.4315561
816,166.64
817,166.7698432
818,166.8801448
819,166.64
820,166.7398794
821,167.2349337
822,167.4399035
823,167.4420748
824,167.6366224
825,167.7699397
826,168.08
827,168.08
828,168.08
829,168.08
830,168.08
